Table 1
Category,OED Code,AIR code,Name,Description,Code Range,Broad Category,,,,
Construction,5202,153,"Steel, Braced steel frame",Buildings constructed with steel columns and beams that are braced with diagonal steel members to resist lateral forces.,5200 - 5249,Steel,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5202, 'Steel, Braced steel frame', 'Buildings constructed with steel columns and beams that are braced with diagonal steel members to resist lateral forces.', '5200 - 5249', 'Steel', '153')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5202, 'Steel, Braced steel frame', 'Buildings constructed with steel columns and beams that are braced with diagonal steel members to resist lateral forces.', '5200 - 5249', 'Steel')",,
Construction,5203,154,"Steel, Steel mrf perimeter",Buildings constructed with steel columns and beams that are braced with diagonal steel members to resist lateral forces.,5200 - 5249,Steel,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5203, 'Steel, Steel mrf perimeter', 'Buildings constructed with steel columns and beams that are braced with diagonal steel members to resist lateral forces.', '5200 - 5249', 'Steel', '154')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5203, 'Steel, Steel mrf perimeter', 'Buildings constructed with steel columns and beams that are braced with diagonal steel members to resist lateral forces.', '5200 - 5249', 'Steel')",,
Construction,5204,155,"Steel, Steel mrf distributed","Buildings constructed with steel columns and beams to carry lateral loads distributed throughout the building. The diaphragms are usually concrete, sometimes over steel decking. This structural type is seldom used for low-rise buildings.",5200 - 5249,Steel,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5204, 'Steel, Steel mrf distributed', 'Buildings constructed with steel columns and beams to carry lateral loads distributed throughout the building. The diaphragms are usually concrete, sometimes over steel decking. This structural type is seldom used for low-rise buildings.', '5200 - 5249', 'Steel', '155')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5204, 'Steel, Steel mrf distributed', 'Buildings constructed with steel columns and beams to carry lateral loads distributed throughout the building. The diaphragms are usually concrete, sometimes over steel decking. This structural type is seldom used for low-rise buildings.', '5200 - 5249', 'Steel')",,
Construction,5205,156,"Steel, Steel mrf","Steel MRF buildings consist of structural steel columns and beams. Lateral loads due to earthquakes are carried by the ""moment-resisting frames,"" but the locations of the moment-resisting frames in the building are unknown.",5200 - 5249,Steel,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5205, 'Steel, Steel mrf', 'Steel MRF buildings consist of structural steel columns and beams. Lateral loads due to earthquakes are carried by the ""moment-resisting frames,"" but the locations of the moment-resisting frames in the building are unknown.', '5200 - 5249', 'Steel', '156')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5205, 'Steel, Steel mrf', 'Steel MRF buildings consist of structural steel columns and beams. Lateral loads due to earthquakes are carried by the ""moment-resisting frames,"" but the locations of the moment-resisting frames in the building are unknown.', '5200 - 5249', 'Steel')",,
Construction,5206,157,"Steel, Steel frame w/ URM","Structural steel columns and beams form ""moment-resisting frames"" to carry lateral loads due to earthquakes. Unreinforced masonry walls are used as infills between the columns to add lateral load resistance, but are not intended to serve as vertical load-bearing elements. Sometimes the steel frames are completely hidden in the masonry walls.",5200 - 5249,Steel,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5206, 'Steel, Steel frame w/ URM', 'Structural steel columns and beams form ""moment-resisting frames"" to carry lateral loads due to earthquakes. Unreinforced masonry walls are used as infills between the columns to add lateral load resistance, but are not intended to serve as vertical load-bearing elements. Sometimes the steel frames are completely hidden in the masonry walls.', '5200 - 5249', 'Steel', '157')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5206, 'Steel, Steel frame w/ URM', 'Structural steel columns and beams form ""moment-resisting frames"" to carry lateral loads due to earthquakes. Unreinforced masonry walls are used as infills between the columns to add lateral load resistance, but are not intended to serve as vertical load-bearing elements. Sometimes the steel frames are completely hidden in the masonry walls.', '5200 - 5249', 'Steel')",,
Construction,5207,158,"Steel, Steel frame w/ concrete shear wall","Structural steel columns and beams form exterior frames, but the joints are not designed for moment resistance. Lateral loads due to earthquakes are carried by reinforced concrete ""shear"" walls. The concrete walls are continuous from the foundation to the roof.",5200 - 5249,Steel,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5207, 'Steel, Steel frame w/ concrete shear wall', 'Structural steel columns and beams form exterior frames, but the joints are not designed for moment resistance. Lateral loads due to earthquakes are carried by reinforced concrete ""shear"" walls. The concrete walls are continuous from the foundation to the roof.', '5200 - 5249', 'Steel', '158')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5207, 'Steel, Steel frame w/ concrete shear wall', 'Structural steel columns and beams form exterior frames, but the joints are not designed for moment resistance. Lateral loads due to earthquakes are carried by reinforced concrete ""shear"" walls. The concrete walls are continuous from the foundation to the roof.', '5200 - 5249', 'Steel')",,
Construction,5208,159,"Steel, Steel reinforced concrete","Structural steel sections (beams and columns) are encased in reinforced concrete. The encased structural steel columns are sometimes discontinued in the upper portions of the buildings, making the columns in the upper floor regular reinforced concrete columns.",5200 - 5249,Steel,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5208, 'Steel, Steel reinforced concrete', 'Structural steel sections (beams and columns) are encased in reinforced concrete. The encased structural steel columns are sometimes discontinued in the upper portions of the buildings, making the columns in the upper floor regular reinforced concrete columns.', '5200 - 5249', 'Steel', '159')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5208, 'Steel, Steel reinforced concrete', 'Structural steel sections (beams and columns) are encased in reinforced concrete. The encased structural steel columns are sometimes discontinued in the upper portions of the buildings, making the columns in the upper floor regular reinforced concrete columns.', '5200 - 5249', 'Steel')",,
Construction,5209,160,"Steel, Steel long span","Steel long-span buildings create unobstructed, column-free spaces greater than 100 feet for a variety of activities or functions. These include activities where visibility is important for large audiences (e.g., auditoriums and covered stadiums), where flexibility is important (e.g., exhibition halls and certain types of manufacturing facilities), and where large movable objects are housed. Two-hinge (made of a single member hinged at each end) and three-hinge (made of two members hinged at each end and at the meeting point at the crown) trussed arches are widely used.",5200 - 5249,Steel,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5209, 'Steel, Steel long span', 'Steel long-span buildings create unobstructed, column-free spaces greater than 100 feet for a variety of activities or functions. These include activities where visibility is important for large audiences (e.g., auditoriums and covered stadiums), where flexibility is important (e.g., exhibition halls and certain types of manufacturing facilities), and where large movable objects are housed. Two-hinge (made of a single member hinged at each end) and three-hinge (made of two members hinged at each end and at the meeting point at the crown) trussed arches are widely used.', '5200 - 5249', 'Steel', '160')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5209, 'Steel, Steel long span', 'Steel long-span buildings create unobstructed, column-free spaces greater than 100 feet for a variety of activities or functions. These include activities where visibility is important for large audiences (e.g., auditoriums and covered stadiums), where flexibility is important (e.g., exhibition halls and certain types of manufacturing facilities), and where large movable objects are housed. Two-hinge (made of a single member hinged at each end) and three-hinge (made of two members hinged at each end and at the meeting point at the crown) trussed arches are widely used.', '5200 - 5249', 'Steel')",,
Construction,5251,161,"Composite, FM – Fire res RC Apt. Masonry dwellings","New residential fire code; concrete, concrete block, masonry, stone, fire-resistant dwellings.",5250 - 5299,Composite - Japan,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5251, 'Composite, FM – Fire res RC Apt. Masonry dwellings', 'New residential fire code; concrete, concrete block, masonry, stone, fire-resistant dwellings.', '5250 - 5299', 'Composite - Japan', '161')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5251, 'Composite, FM – Fire res RC Apt. Masonry dwellings', 'New residential fire code; concrete, concrete block, masonry, stone, fire-resistant dwellings.', '5250 - 5299', 'Composite - Japan')",,
Construction,5252,162,"Composite, FT – Fire res non-apt dwl RC mas/stl","New residential fire code; steel, semi-fire-resistant.",5250 - 5299,Composite - Japan,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5252, 'Composite, FT – Fire res non-apt dwl RC mas/stl', 'New residential fire code; steel, semi-fire-resistant.', '5250 - 5299', 'Composite - Japan', '162')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5252, 'Composite, FT – Fire res non-apt dwl RC mas/stl', 'New residential fire code; steel, semi-fire-resistant.', '5250 - 5299', 'Composite - Japan')",,
